valence,danceability,energy,tempo,acousticness,instrumentalness,speechiness,popularity,explicit
0.83,0.5770000000000001,0.642,90.514,0.0754,0.5720000000000001,0.0274,53,0
0.389,0.735,0.339,121.779,0.443,0.00564,0.0456,49,0
0.848,0.838,0.616,107.695,0.18,7.17e-06,0.0711,50,0
0.361,0.584,0.816,119.534,0.000297,0.0151,0.0346,50,0
0.1669999999999999,0.359,0.762,89.259,0.0105,0.281,0.032,64,0
0.964,0.818,0.458,123.014,0.62,0.0,0.0662,55,0
0.291,0.371,0.509,128.618,0.123,0.000964,0.0302,64,0
0.431,0.563,0.8,83.09,0.000477,0.000523,0.039,49,0
0.8490000000000001,0.767,0.8690000000000001,124.254,0.111,0.0688,0.0334,63,0
0.0383,0.135,0.399,87.476,0.5770000000000001,0.00104,0.0361,50,0
0.905,0.748,0.799,103.257,0.0483,0.0,0.0387,53,0
0.0395,0.351,0.6509999999999999,128.453,6.790000000000001e-05,0.889,0.0789,49,0
0.194,0.535,0.215,119.942,0.62,0.463,0.0319,48,0
0.8059999999999999,0.754,0.424,119.705,0.643,0.0,0.0363,83,0
0.794,0.7979999999999999,0.7440000000000001,82.35600000000002,0.33,0.000106,0.136,76,1
0.6609999999999999,0.466,0.833,88.785,0.0266,0.0,0.304,79,1
0.5660000000000001,0.389,0.476,148.11700000000005,0.619,5.09e-05,0.0316,74,0
0.454,0.565,0.564,134.355,0.161,0.0,0.0292,79,0
0.8190000000000001,0.606,0.706,174.533,0.362,0.0,0.0379,69,0
0.202,0.269,0.551,144.408,0.0307,0.000619,0.0274,69,0
0.703,0.43,0.7040000000000001,118.242,0.000155,0.00221,0.0804,73,1
0.505,0.526,0.762,136.203,0.000972,0.000116,0.0342,66,0
0.655,0.8009999999999999,0.6990000000000001,94.605,0.00575,0.0,0.279,73,1
0.585,0.305,0.8320000000000001,100.677,0.000332,2.4e-05,0.0398,71,0
0.108,0.306,0.214,66.98,0.8440000000000001,5.3e-06,0.0356,77,0
0.407,0.648,0.309,112.929,0.526,0.000249,0.0264,72,0
0.935,0.493,0.61,165.832,0.7040000000000001,1.29e-05,0.0454,67,0
0.642,0.926,0.669,128.46200000000002,0.0051,0.0,0.301,67,1
0.613,0.759,0.7559999999999999,87.059,0.0903,2.36e-06,0.266,68,0
0.568,0.693,0.5329999999999999,127.661,0.107,0.0,0.0402,66,0
0.24,0.54,0.401,152.974,0.5760000000000001,0.0,0.0364,74,0
0.512,0.684,0.851,112.662,0.0006129999999999,0.0029,0.0407,65,0
0.51,0.61,0.8909999999999999,139.903,0.000805,0.0928,0.0587,71,0
0.826,0.769,0.7809999999999999,95.02,0.119,0.000371,0.0797,64,0
0.309,0.159,0.946,164.997,0.0235,8.06e-06,0.0629,66,0
0.687,0.426,0.504,186.379,0.703,4.22e-05,0.0636,67,0
0.962,0.5429999999999999,0.903,162.241,0.0102,0.00585,0.039,71,0
0.561,0.613,0.72,117.341,0.0132,0.0,0.0425,70,0
0.6629999999999999,0.425,0.373,78.225,0.679,0.0,0.0797,70,0
0.466,0.426,0.94,144.49,0.00671,1.72e-06,0.0423,62,0
0.831,0.7170000000000001,0.512,98.891,0.701,0.000413,0.0404,63,0
0.807,0.75,0.562,115.008,0.215,1.1e-06,0.0281,70,0
0.91,0.728,0.618,97.278,0.708,0.000492,0.0368,65,0
0.4970000000000001,0.471,0.797,152.903,0.000179,6.49e-06,0.0389,61,0
0.316,0.7609999999999999,0.687,95.089,0.00469,0.00532,0.131,62,0
0.623,0.85,0.513,99.01,0.0624,0.00249,0.0513,63,0
0.472,0.636,0.376,88.012,0.354,8.27e-05,0.0275,67,0
0.166,0.467,0.324,94.301,0.615,0.0248,0.0255,75,0
0.168,0.299,0.422,67.797,0.0873,0.0,0.0285,60,0
0.481,0.7490000000000001,0.745,101.972,0.0005009999999999,0.00403,0.1639999999999999,66,0
0.93,0.654,0.758,93.271,0.21,0.0,0.0316,65,0
0.701,0.629,0.364,166.266,0.467,0.0204,0.038,66,0
0.59,0.75,0.706,93.603,0.088,0.0,0.156,65,1
0.171,0.662,0.485,107.767,0.00483,0.000295,0.0304,61,0
0.471,0.407,0.334,84.941,0.529,0.0,0.0628,67,0
0.284,0.526,0.442,131.055,0.267,5.489999999999999e-05,0.0259,60,0
0.866,0.544,0.648,165.484,0.307,0.0,0.0549,60,0
0.943,0.779,0.737,121.18,0.5660000000000001,0.000279,0.0368,62,0
0.422,0.695,0.336,79.109,0.8,0.00264,0.0313,72,0
0.423,0.359,0.794,97.188,0.0133,0.000132,0.0338,63,0
0.536,0.433,0.46,77.525,0.606,4.36e-05,0.0343,63,0
0.862,0.731,0.818,92.29,0.127,0.00636,0.182,63,1
0.636,0.5579999999999999,0.524,93.654,0.321,0.000952,0.0459,70,0
0.655,0.785,0.7929999999999999,88.902,0.22,0.718,0.163,60,1
0.364,0.688,0.489,94.27,0.00053,0.00292,0.0378,59,1
0.773,0.404,0.925,134.17700000000002,1.39e-06,0.628,0.041,59,0
0.866,0.6970000000000001,0.687,90.247,0.26,4.8e-05,0.379,63,1
0.7929999999999999,0.297,0.982,179.31099999999995,0.0133,0.000699,0.051,59,0
0.961,0.8,0.563,121.808,0.051,0.0,0.0303,66,0
0.569,0.459,0.926,151.534,0.0239,1.93e-05,0.155,65,1
0.903,0.64,0.852,139.94899999999998,0.0907,0.0,0.028,58,0
0.6709999999999999,0.7609999999999999,0.6829999999999999,101.787,0.141,0.0,0.1639999999999999,61,0
0.672,0.601,0.74,94.013,0.0299,0.332,0.0573,63,0
0.731,0.311,0.8140000000000001,160.303,6.74e-05,0.00534,0.0545,61,0
0.551,0.86,0.807,97.363,0.156,0.0217,0.117,57,0
0.8909999999999999,0.485,0.483,195.009,0.44,0.000122,0.0519,60,0
0.4970000000000001,0.507,0.197,128.946,0.6890000000000001,0.0,0.0406,60,0
0.7190000000000001,0.6859999999999999,0.609,127.736,0.258,0.00015,0.0444,61,0
0.655,0.667,0.6990000000000001,118.567,0.42,0.000442,0.026,68,0
0.725,0.6970000000000001,0.608,133.879,0.0295,0.0,0.0463,58,0
0.8809999999999999,0.831,0.915,102.979,0.147,0.00571,0.128,61,0
0.867,0.757,0.69,128.654,0.198,0.0,0.0286,58,0
0.161,0.309,0.596,164.58700000000005,0.101,0.0,0.0293,73,0
0.507,0.502,0.391,145.516,0.441,0.0,0.0315,62,0
0.7609999999999999,0.644,0.433,80.161,0.378,0.0,0.113,59,0
0.623,0.575,0.857,117.413,0.0125,0.00229,0.155,63,1
0.919,0.6559999999999999,0.728,134.431,0.0214,0.000107,0.0277,56,0
0.8640000000000001,0.639,0.795,142.566,0.0452,0.0,0.0344,56,0
0.913,0.669,0.868,107.885,0.033,0.0,0.0527,64,0
0.542,0.6,0.356,67.164,0.426,0.0,0.0587,64,0
0.1369999999999999,0.573,0.46,146.5,0.312,0.0,0.0305,61,0
0.626,0.7440000000000001,0.851,105.882,0.0267,0.0073799999999999,0.049,57,0
0.513,0.411,0.893,170.407,0.00563,0.00967,0.139,64,0
0.841,0.6829999999999999,0.7509999999999999,103.036,0.0681,8.36e-06,0.0346,64,0
0.233,0.888,0.8220000000000001,102.753,0.0025,0.0197,0.219,55,0
0.305,0.69,0.38,201.697,0.000168,0.000533,0.0609,56,1
0.695,0.449,0.89,156.983,0.0521,7.7e-05,0.05,56,0
0.227,0.308,0.866,109.825,0.000739,0.00141,0.059,54,0
0.42,0.402,0.205,143.994,0.758,0.0,0.038,57,0
0.379,0.216,0.914,153.126,2e-05,4.81e-05,0.0644,56,0
0.168,0.925,0.229,104.273,0.579,0.00578,0.445,55,1
0.669,0.539,0.826,134.718,0.00224,0.0451,0.0276,55,0
0.787,0.64,0.695,102.288,0.0113,2.75e-05,0.202,56,1
0.121,0.463,0.4,77.314,0.643,2.46e-05,0.0308,66,0
0.753,0.534,0.925,166.9,0.00201,0.000692,0.035,60,0
0.777,0.5670000000000001,0.6779999999999999,90.862,0.0192,1.61e-06,0.209,60,1
0.59,0.524,0.91,107.237,0.00525,0.192,0.0628,57,0
0.72,0.7240000000000001,0.505,123.044,0.412,0.0,0.0318,62,0
0.7659999999999999,0.7,0.942,171.37,0.0469,2.93e-05,0.237,57,1
0.789,0.414,0.514,170.933,0.6759999999999999,4.19e-05,0.0405,59,0
0.97,0.415,0.504,189.937,0.8240000000000001,3.8e-06,0.0649,62,0
0.106,0.236,0.261,93.383,0.955,0.0245,0.0374,58,0
0.7929999999999999,0.611,0.833,108.498,0.0218,0.000204,0.0351,55,0
0.6679999999999999,0.528,0.332,99.192,0.509,1.14e-05,0.0283,59,0
0.809,0.737,0.89,105.848,0.00556,0.00171,0.158,59,0
0.291,0.62,0.912,106.236,0.0728,7.15e-05,0.221,61,1
0.7390000000000001,0.634,0.515,164.732,0.131,6.79e-06,0.0314,60,0
0.8420000000000001,0.7909999999999999,0.6579999999999999,120.066,0.0065299999999999,0.0,0.0445,63,0
0.942,0.852,0.742,117.978,0.208,0.0157,0.036,60,0
0.691,0.69,0.6509999999999999,79.305,0.343,9.56e-05,0.101,54,0
0.74,0.457,0.5660000000000001,182.99,0.645,7.57e-06,0.101,57,0
0.264,0.81,0.502,115.164,0.383,0.0,0.0701,52,0
0.296,0.402,0.73,104.527,0.000312,0.3229999999999999,0.0455,58,1
0.461,0.767,0.8390000000000001,98.055,0.0318,9.31e-06,0.0613,57,0
0.131,0.341,0.229,126.852,0.846,2.81e-06,0.0344,58,0
0.5710000000000001,0.5660000000000001,0.385,114.227,0.7959999999999999,7.63e-06,0.0304,64,0
0.687,0.426,0.504,186.379,0.703,4.22e-05,0.0636,61,0
0.481,0.6459999999999999,0.443,91.147,0.129,0.0036,0.0259,59,0
0.693,0.521,0.831,138.803,0.0592,0.0,0.0326,59,0
0.452,0.621,0.583,137.534,0.0116,0.0,0.0345,54,0
0.183,0.631,0.304,128.019,0.0949,0.0,0.0349,54,0
0.568,0.604,0.518,94.049,0.0337,0.0112,0.0471,53,1
0.8340000000000001,0.494,0.936,107.543,0.0112,0.0006929999999999,0.0398,62,0
0.448,0.7,0.532,109.984,0.233,0.00011,0.0264,57,0
0.458,0.527,0.389,119.939,0.72,0.0,0.0302,53,0
0.913,0.569,0.7879999999999999,115.151,5.62e-06,0.635,0.031,59,0
0.627,0.329,0.954,156.899,4.2e-06,0.000614,0.0722,59,1
0.353,0.411,0.978,160.47799999999995,0.00138,3.97e-06,0.0532,59,0
0.119,0.531,0.471,90.941,0.28,6.22e-05,0.0236,67,0
0.0703,0.525,0.594,157.917,0.161,0.949,0.0907,55,0
0.278,0.532,0.941,102.198,0.000579,0.0527,0.0465,62,0
0.235,0.298,0.823,135.596,7.659999999999999e-05,7.53e-05,0.0816,59,0
0.433,0.511,0.517,75.67,0.13,0.0,0.0328,65,0
0.357,0.62,0.5660000000000001,126.94,0.281,1.19e-06,0.0315,52,0
0.652,0.325,0.856,69.955,0.000319,0.00708,0.188,57,0
0.705,0.496,0.298,203.824,0.306,1.72e-06,0.0405,53,0
0.434,0.675,0.6659999999999999,120.558,0.0187,0.6920000000000001,0.027,52,0
0.102,0.355,0.126,109.769,0.909,0.000337,0.0301,64,0
0.232,0.579,0.285,135.45,0.773,1.4e-05,0.026,54,0
0.863,0.753,0.59,88.786,0.449,0.0104,0.0357,62,0
0.241,0.396,0.612,146.759,0.00288,4.71e-05,0.0277,61,0
0.935,0.493,0.61,165.832,0.7040000000000001,1.29e-05,0.0454,60,0
0.203,0.422,0.8590000000000001,120.078,0.0183,0.000673,0.0757,55,0
0.696,0.615,0.72,94.002,0.068,0.0105,0.0658,58,0
0.402,0.6659999999999999,0.848,119.541,0.0176,0.00295,0.0529,60,0
0.88,0.633,0.701,153.109,0.365,5.16e-06,0.0398,55,0
0.243,0.536,0.665,140.256,0.6409999999999999,0.000608,0.0367,65,0
0.888,0.597,0.511,182.079,0.134,0.000703,0.0303,57,0
0.397,0.431,0.855,163.014,0.00673,0.00114,0.15,59,1
0.795,0.735,0.478,119.167,0.117,0.109,0.0286,57,0
0.9,0.679,0.597,184.174,0.0913,0.000673,0.0439,53,0
0.7340000000000001,0.457,0.779,86.573,0.0185,2.04e-06,0.257,59,1
0.8220000000000001,0.7190000000000001,0.532,176.743,0.274,0.000899,0.0473,57,0
0.416,0.667,0.398,80.062,0.281,0.0111,0.0275,56,0
0.8270000000000001,0.74,0.674,154.171,0.404,1.28e-06,0.033,66,0
0.434,0.166,0.971,202.234,3.84e-05,6.15e-05,0.119,55,0
0.569,0.509,0.833,79.935,0.0398,0.00257,0.0597,55,0
0.809,0.765,0.831,100.026,0.0894,0.0,0.0565,55,0
0.706,0.794,0.745,124.249,0.273,0.000414,0.037,69,0
0.419,0.428,0.684,141.336,1.16e-05,0.000156,0.0475,58,0
0.47,0.4270000000000001,0.913,124.421,0.00647,0.0,0.0806,55,0
0.836,0.6829999999999999,0.7390000000000001,122.113,4.91e-05,0.0122,0.0495,60,0
0.183,0.424,0.268,150.061,0.8740000000000001,0.000904,0.0283,51,0
0.763,0.613,0.898,134.033,0.429,1.29e-06,0.0368,68,0
0.693,0.561,0.325,123.672,0.426,0.0,0.122,52,0
0.7170000000000001,0.434,0.938,147.472,0.000532,0.0118,0.0533,53,0
0.68,0.68,0.389,80.145,0.0121,0.0834,0.0545,55,0
0.428,0.619,0.405,114.051,0.885,0.00032,0.0263,52,0
0.974,0.696,0.527,128.96200000000002,0.108,0.000897,0.0329,50,0
0.746,0.7090000000000001,0.448,83.906,0.72,5.570000000000001e-05,0.0437,53,0
0.0499,0.289,0.7290000000000001,163.113,0.000499,0.395,0.116,54,0
0.716,0.82,0.633,116.622,0.129,0.0,0.0745,60,0
0.6970000000000001,0.422,0.508,197.649,0.6579999999999999,3.3100000000000005e-05,0.0572,53,0
0.375,0.506,0.5539999999999999,124.724,0.339,0.000355,0.0339,68,0
0.963,0.525,0.878,176.24900000000005,0.411,0.0,0.0404,52,0
0.471,0.861,0.6459999999999999,97.261,0.00892,2.37e-06,0.21,51,0
0.551,0.746,0.535,117.205,0.22,0.00773,0.0295,56,0
0.489,0.501,0.723,115.245,0.245,0.00306,0.0355,62,0
0.189,0.518,0.357,90.184,0.732,0.00161,0.0271,50,0
0.83,0.574,0.53,112.629,0.419,0.0,0.0262,49,0
0.506,0.479,0.96,93.867,0.000148,4.620000000000001e-05,0.0991,56,1
0.5770000000000001,0.523,0.613,148.034,0.212,0.0,0.0282,53,0
0.267,0.353,0.362,141.285,0.0894,3.3799999999999995e-05,0.031,50,0
0.701,0.691,0.4970000000000001,103.893,0.038,5.94e-06,0.0473,53,0
0.785,0.49,0.701,102.504,0.708,0.0,0.0394,51,0
0.5579999999999999,0.514,0.584,114.142,0.0698,0.000183,0.042,64,0
0.145,0.3720000000000001,0.363,77.079,0.632,0.0,0.031,60,0
0.967,0.708,0.674,164.665,0.134,6.57e-05,0.0445,55,0
0.199,0.333,0.517,177.634,0.112,0.0,0.0721,49,0
0.33,0.6709999999999999,0.7290000000000001,99.641,0.00122,0.00178,0.177,51,0
0.397,0.541,0.91,125.076,4.33e-06,0.597,0.0529,55,1
0.732,0.7170000000000001,0.642,105.894,0.0194,0.000249,0.0287,62,0
0.728,0.528,0.5920000000000001,150.187,0.16,0.000916,0.0321,49,0
0.454,0.302,0.868,136.572,5.68e-05,0.185,0.0688,55,1
0.964,0.556,0.316,179.616,0.716,1.77e-06,0.178,57,0
0.871,0.472,0.527,191.092,0.418,2.09e-05,0.0696,53,0
0.347,0.273,0.688,100.077,9.48e-05,0.0504,0.0326,57,1
0.83,0.6509999999999999,0.875,92.022,0.0541,0.00984,0.0409,55,0
0.711,0.406,0.286,177.304,0.8170000000000001,0.0,0.0315,55,0
0.267,0.561,0.442,82.99600000000002,0.329,0.0,0.0243,50,0
0.747,0.4270000000000001,0.978,193.707,0.0307,7.01e-06,0.0774,53,0
0.384,0.67,0.528,132.31,0.105,0.000103,0.0261,62,0
0.7090000000000001,0.647,0.7979999999999999,100.631,0.0497,0.00235,0.0366,50,0
0.104,0.515,0.43,91.841,0.0102,0.0001409999999999,0.0369,82,1
0.726,0.578,0.8170000000000001,141.621,0.183,3.06e-06,0.0363,77,0
0.382,0.256,0.6409999999999999,203.006,0.199,0.0329,0.0552,75,0
0.346,0.5489999999999999,0.853,94.695,0.0285,0.000296,0.188,73,1
0.5760000000000001,0.479,0.5489999999999999,180.985,0.57,0.0239,0.373,73,1
0.175,0.42,0.33,157.143,0.245,0.000679,0.0275,72,0
0.7240000000000001,0.648,0.525,98.131,0.466,1.5e-06,0.0241,66,0
0.204,0.439,0.434,94.845,0.0783,4.870000000000001e-05,0.0265,76,0
0.601,0.747,0.52,92.869,0.0977,0.0537,0.0357,73,1
0.595,0.598,0.732,172.329,0.144,0.0,0.425,71,1
0.514,0.551,0.643,128.661,0.00313,0.00385,0.0353,73,0
0.877,0.764,0.6459999999999999,116.141,0.3670000000000001,0.0,0.0302,65,0
0.187,0.385,0.6729999999999999,149.27200000000005,0.000183,0.15,0.0329,68,1
0.6779999999999999,0.6629999999999999,0.168,85.005,0.928,5.68e-05,0.0448,70,0
0.453,0.382,0.867,87.309,5.91e-06,0.581,0.0399,64,0
0.645,0.846,0.416,96.188,0.156,9.34e-06,0.118,69,1
0.588,0.552,0.645,89.51799999999999,0.00187,1.38e-06,0.0268,66,0
0.7290000000000001,0.778,0.7190000000000001,115.4,0.0123,0.0262,0.0345,68,0
0.6920000000000001,0.6920000000000001,0.833,96.814,0.000136,1.98e-05,0.0492,70,1
0.767,0.897,0.612,102.305,0.0297,0.186,0.211,71,1
0.792,0.851,0.406,97.84,0.219,6.41e-06,0.0661,75,0
0.415,0.456,0.826,82.539,3.35e-05,0.57,0.0268,63,0
0.359,0.446,0.632,113.176,0.0793,0.000266,0.034,69,0
0.695,0.84,0.7979999999999999,100.175,0.045,4.320000000000001e-05,0.0699,66,1
0.795,0.939,0.675,96.918,0.0915,0.0,0.211,68,0
0.777,0.619,0.67,129.269,0.00165,0.0109,0.0353,73,0
0.218,0.527,0.418,129.516,0.142,0.775,0.0277,62,0
0.5820000000000001,0.726,0.501,128.099,0.155,0.0,0.154,62,0
0.688,0.59,0.672,206.247,0.125,1.04e-06,0.412,68,0
0.7340000000000001,0.615,0.7020000000000001,96.99,0.00746,0.00431,0.0278,68,0
0.899,0.8079999999999999,0.7859999999999999,96.987,0.00928,0.0701,0.0447,70,0
0.653,0.826,0.5660000000000001,99.13,0.197,0.0,0.31,66,1
0.737,0.6829999999999999,0.772,123.871,0.0222,0.0149,0.0311,67,0
0.931,0.82,0.528,120.091,0.111,0.0186,0.0321,67,0
0.486,0.445,0.856,105.872,0.000202,0.0101,0.0327,72,0
0.408,0.343,0.425,154.267,0.612,5.13e-06,0.0288,68,0
0.8079999999999999,0.8170000000000001,0.552,102.011,0.032,7.17e-06,0.386,65,1
0.4270000000000001,0.37,0.866,162.086,0.0868,0.0,0.0384,74,0
0.5820000000000001,0.703,0.7,97.675,0.302,0.471,0.0693,66,0
0.178,0.501,0.378,119.987,0.735,0.0,0.029,72,0
0.765,0.862,0.642,99.201,0.102,0.0,0.101,66,0
0.555,0.812,0.6,97.338,0.00308,8.38e-06,0.254,63,0
0.7290000000000001,0.502,0.758,112.508,0.00915,0.7829999999999999,0.0407,65,0
0.768,0.7120000000000001,0.63,118.378,0.257,6.65e-05,0.0299,60,0
0.731,0.6920000000000001,0.77,151.51,0.333,1.17e-06,0.0369,60,0
0.909,0.7240000000000001,0.777,163.903,0.337,0.00162,0.0446,66,0
0.273,0.588,0.565,131.52700000000002,0.0718,9.43e-06,0.0292,65,0
0.644,0.614,0.476,84.93799999999997,0.0448,0.0,0.0321,60,0
0.304,0.419,0.672,105.212,0.623,0.0,0.092,60,0
0.843,0.628,0.8009999999999999,125.954,0.000479,0.0897,0.0282,60,0
0.518,0.794,0.627,87.554,0.234,0.0,0.36,62,1
0.401,0.472,0.652,140.124,0.0131,1.12e-05,0.0305,73,0
0.499,0.8009999999999999,0.578,92.139,0.0103,0.8109999999999999,0.181,66,1
0.183,0.291,0.493,182.032,0.0519,9.15e-06,0.028,63,0
0.186,0.314,0.478,94.203,0.144,7.190000000000001e-05,0.0341,62,0
0.506,0.33,0.556,173.828,0.207,4.39e-05,0.0796,61,0
0.21,0.687,0.583,95.137,0.224,0.0,0.064,62,0
0.408,0.569,0.635,141.825,0.0319,0.00394,0.0348,62,0
0.858,0.7979999999999999,0.625,93.764,0.00547,7.979999999999999e-05,0.0548,72,0
0.597,0.88,0.5579999999999999,89.024,0.121,3.35e-05,0.217,58,1
0.8759999999999999,0.6970000000000001,0.395,113.589,0.428,0.653,0.0281,64,0
0.8909999999999999,0.773,0.505,124.131,0.103,0.000138,0.0329,65,0
0.207,0.5710000000000001,0.232,128.785,0.604,0.000246,0.0699,59,0
0.439,0.7140000000000001,0.8690000000000001,98.511,0.00597,0.243,0.0565,59,0
0.499,0.632,0.727,124.919,0.0119,7.64e-05,0.0438,66,0
0.32,0.6509999999999999,0.339,103.996,0.3720000000000001,0.0141,0.0246,71,0
0.708,0.542,0.7929999999999999,173.93099999999995,0.0423,3.95e-06,0.053,68,0
0.5710000000000001,0.884,0.334,98.315,0.0476,0.0588,0.228,59,0
0.7340000000000001,0.605,0.7020000000000001,144.266,0.344,0.0,0.0325,57,0
0.247,0.546,0.519,140.054,0.36,0.00046,0.0291,69,0
0.26,0.633,0.461,144.51,0.068,0.0,0.0294,63,0
0.7290000000000001,0.7829999999999999,0.735,122.833,0.277,0.0,0.0312,61,0
0.471,0.329,0.6459999999999999,173.97400000000005,0.0093,0.00469,0.0283,57,0
0.147,0.5760000000000001,0.526,122.06,0.3229999999999999,2.01e-06,0.0325,70,0
0.921,0.757,0.544,173.208,0.154,6.07e-05,0.219,61,0
0.444,0.347,0.177,196.501,0.8490000000000001,0.00231,0.0326,56,0
0.0627,0.144,0.132,102.283,0.946,0.779,0.0333,64,0
0.5670000000000001,0.8109999999999999,0.833,120.258,0.014,2.060000000000001e-05,0.153,68,0
0.8809999999999999,0.523,0.762,128.064,0.0308,0.0,0.0346,56,0
0.5329999999999999,0.711,0.618,116.809,0.00677,0.00916,0.0332,56,0
0.45,0.8,0.639,129.44299999999998,0.00123,0.0,0.0439,59,0
0.679,0.621,0.481,65.00399999999999,0.0984,0.0,0.0371,61,0
0.964,0.7190000000000001,0.809,100.839,0.0893,0.0,0.0511,66,0
0.934,0.6759999999999999,0.5770000000000001,91.98,0.186,0.0,0.0365,64,0
0.3670000000000001,0.397,0.499,171.067,0.0766,1.55e-06,0.0685,67,0
0.0882,0.482,0.528,146.043,0.000107,0.5429999999999999,0.0272,55,0
0.22,0.442,0.157,76.48,0.948,0.0,0.0324,58,0
0.403,0.889,0.466,100.17,0.0846,7.44e-06,0.36,60,1
0.836,0.642,0.722,172.40599999999995,0.0444,0.00388,0.0375,68,0
0.4370000000000001,0.6409999999999999,0.593,119.828,0.46,0.0,0.0264,74,0
0.583,0.58,0.265,154.595,0.7959999999999999,0.00019,0.0317,61,0
0.947,0.883,0.733,95.103,0.161,0.00026,0.128,64,0
0.388,0.49,0.78,108.138,0.000288,0.0197,0.131,59,0
0.596,0.903,0.519,101.561,0.0286,0.000907,0.307,60,1
0.229,0.42,0.746,111.886,0.0141,0.0,0.0467,64,0
0.6459999999999999,0.652,0.609,98.125,0.298,8.79e-06,0.028,66,0
0.244,0.537,0.373,83.936,0.691,0.000915,0.0331,73,0
0.4370000000000001,0.631,0.7490000000000001,89.646,0.205,5.21e-06,0.0576,62,0
0.7240000000000001,0.8759999999999999,0.71,98.305,0.0654,0.00312,0.347,60,1
0.5760000000000001,0.65,0.496,115.775,0.305,0.0,0.0331,56,0
0.7070000000000001,0.601,0.831,116.901,0.00973,0.163,0.0283,56,0
0.359,0.925,0.388,105.056,0.334,0.0,0.419,59,1
0.381,0.61,0.31,107.525,0.4370000000000001,0.0,0.0262,54,0
0.382,0.256,0.6409999999999999,203.006,0.199,0.0329,0.0552,62,0
0.346,0.608,0.569,72.07600000000002,0.123,0.0,0.0283,54,0
0.5870000000000001,0.47,0.83,90.967,0.00474,0.0,0.115,59,1
0.706,0.8759999999999999,0.42,98.304,0.188,0.00186,0.279,60,0
0.967,0.7090000000000001,0.609,105.445,0.17,4.98e-06,0.0555,56,0
0.649,0.6729999999999999,0.618,121.711,0.152,0.0,0.0649,55,0
0.97,0.861,0.534,111.774,0.521,0.000518,0.0303,59,0
0.189,0.359,0.287,130.135,0.882,0.00607,0.0303,60,0
0.6809999999999999,0.769,0.691,96.792,0.00197,0.0,0.0563,59,1
0.722,0.703,0.8340000000000001,130.391,0.11,0.0,0.0277,53,0
0.937,0.639,0.5429999999999999,98.185,0.4920000000000001,1.29e-05,0.0303,53,0
0.316,0.43,0.33,108.824,0.8759999999999999,0.0,0.0353,59,0
0.737,0.6829999999999999,0.772,123.871,0.0222,0.0149,0.0311,72,0
0.259,0.6890000000000001,0.677,153.91899999999995,0.0704,0.0,0.0326,60,0
0.599,0.329,0.861,195.303,0.00789,2.88e-06,0.147,55,1
0.916,0.897,0.726,135.016,0.157,0.0,0.175,61,0
0.4270000000000001,0.914,0.394,91.504,0.189,0.000168,0.365,60,1
0.218,0.33,0.532,93.512,0.00101,0.7090000000000001,0.0263,59,0
0.907,0.588,0.815,90.628,0.376,4.09e-05,0.074,63,0
0.417,0.476,0.584,88.02600000000002,0.119,0.0,0.038,64,0
0.755,0.457,0.909,115.998,0.0016,0.000276,0.0317,65,0
0.259,0.441,0.562,137.16299999999998,0.385,3.61e-05,0.0323,55,0
0.0697,0.142,0.113,98.575,0.8590000000000001,0.838,0.0415,64,0
0.229,0.42,0.746,111.886,0.0141,0.0,0.0467,61,0
0.971,0.821,0.584,106.64,0.431,7.5e-05,0.0383,52,0
0.71,0.701,0.705,100.669,0.18,0.0,0.0357,59,0
0.278,0.308,0.747,139.454,0.0645,8.27e-05,0.037,68,0
0.499,0.512,0.636,97.257,0.08,0.000106,0.0262,55,0
0.857,0.897,0.431,115.552,0.00206,0.0395,0.0481,53,0
0.892,0.792,0.762,109.893,0.22,0.0,0.166,58,0
0.211,0.374,0.0889,96.677,0.931,6.88e-06,0.0356,57,0
0.732,0.479,0.883,78.592,0.507,0.0,0.0649,55,0
0.42,0.612,0.0375,78.20100000000002,0.969,0.0255,0.0411,56,0
0.416,0.348,0.7,93.614,0.0397,0.00228,0.0611,57,1
0.6890000000000001,0.6940000000000001,0.654,135.787,0.185,0.0,0.0322,54,0
0.302,0.578,0.515,112.879,0.05,0.0268,0.0347,57,1
0.604,0.604,0.307,114.009,0.727,0.0,0.0275,54,0
0.278,0.276,0.449,101.687,0.00782,0.7829999999999999,0.0375,59,0
0.965,0.937,0.8959999999999999,135.085,0.156,0.000403,0.04,59,0
0.968,0.784,0.645,105.384,0.241,0.000128,0.0305,59,0
0.92,0.8270000000000001,0.6759999999999999,113.606,0.472,0.049,0.0628,53,0
0.347,0.408,0.79,122.624,0.26,0.00027,0.103,61,0
0.324,0.794,0.95,94.984,0.124,7.709999999999999e-05,0.294,63,0
0.613,0.754,0.472,169.199,0.257,2.09e-05,0.0807,55,0
0.845,0.677,0.747,78.829,0.74,4.43e-06,0.042,60,0
0.7709999999999999,0.517,0.231,185.406,0.78,1.27e-06,0.0478,60,0
0.255,0.306,0.889,182.054,0.000824,0.0121,0.117,54,0
0.944,0.595,0.6459999999999999,209.695,0.284,0.0,0.0887,60,0
0.483,0.763,0.742,98.145,0.0984,0.0,0.188,63,0
0.6559999999999999,0.89,0.716,99.987,0.174,0.000589,0.296,59,1
0.402,0.855,0.52,92.451,0.184,0.0,0.268,58,1
0.929,0.727,0.362,76.528,0.447,0.00186,0.0496,54,0
0.632,0.49,0.763,79.015,0.0114,0.0,0.108,55,1
